Airliner_code,Airliner_name,Airliner_RT
SLN ,Sloane Aviation ,SLOANE 
SLP ,Salpa Aviation ,SALPA 
SLS ,Servicios Aéreos Slainte ,SERVICIOS SLAINTE 
SLV ,Stella Aviation ,AVISTELLA 
SLW ,Salama Airlines Nigeria ,SALMA AIR 
SLX ,Sete Linhas Aéreas ,SETE 
SLY ,Sky Line for Air Services ,SKYCO 
SLZ ,Super Luza ,LUZA 
SMA ,SMA Airlines ,SESAME 
SMC ,Sabang Merauke Raya Air Charter ,SAMER 
SMD ,Servicios Aéreos La Marquesa ,SERVICIOS MARQUESA 
SME ,Semos ,SEMICH 
SMF ,Smalandsflyg ,GORDON 
SMH ,Smithair ,SMITHAIR 
SMK ,Semeyavia ,ERTIS 
SML ,Smith Air (1976) ,SMITH AIR 
SMM ,Summit Airlines ,SUMMIT-AIR 
SMQ ,Samar Air ,SAMAR AIR 
SMR ,Somon Air ,SOMON AIR 
SMT ,Skyline ,SKYLIMIT 
AOS ,"Servicios Aéreos Del Sol, S.A. de C.V. ",AEROSOL 
SNA ,Senator Aviation Charter ,SENATOR 
SNB ,Sterling Airlines ,STERLING 
SNE ,Servicios Aéreos De Nicaragua (SANSA) ,SANSA 
SNF ,Shans Air ,SHANS AIR 
SNH ,Senair Services ,SENSERVICE 
SNI ,Savanah Airlines ,SAVANAHLINE 
SNJ ,Skynet Asia Airways ,NEWSKY 
SNK ,Southeast Airlines (Sun Jet International) ,SUN KING 
SNL ,Soonair Lines ,SOONAIR 
SNM ,Servizi Aerei ,SERVIZI AEREI 
SNP ,Sun Pacific International ,SUN PACIFIC 
SNQ ,Sun Quest Executive Air Charter ,EXECU-QUEST 
SNT ,Suncoast Aviation ,SUNCOAST 
SNV ,Sudanese States Aviation ,SUDANESE 
SNW ,Sun West Airlines ,SUN WEST 
SNX ,Sun Air Aviation Services ,SUNEX 
SOB ,Stabo Freight ,STABO 
SOH ,Southern Ohio Aviation Sales ,SOUTHERN OHIO 
SOI ,Southern Aviation ,SOAVAIR 
SOL ,Solomon Airlines ,SOLOMON 
SOM ,Somali Airlines ,SOMALAIR 
SON ,Sunshine Air Tours ,SUNSHINE TOURS 
SOO ,Southern Air ,SOUTHERN AIR 
SOP ,Solinair ,SOLINAIR 
SOR ,Sonair Servico Aéreo ,SONAIR 
SOT ,Southeast Correct Craft ,SOUTH COURIER 
SOU ,Southern Airways ,SOUTHERN EXPRESS 
SOV ,Saratov Airlines Joint Stock Company ,SARATOV AIR 
SOW ,Sowind Air ,SOWIND 
SOX ,Solid Air ,SOLIDAIR 
SOZ ,Sat Airlines ,SATCO 
SPA ,Sierra Pacific Airlines ,SIERRA PACIFIC 
SPB ,Springbok Classic Air ,SPRING CLASSIC 
SPC ,Skyworld Airlines ,PORT 
SPE ,Sprague Electric Company ,SPRAGUE 
SPF ,Space World Airline ,SPACE WORLD 
SPG ,Springdale Air Service ,SPRING AIR 
SPH ,Sapphire Executive Air ,SAPPHIRE-CHARTER 
SPI ,South Pacific Island Airways ,SOUTH PACIFIC 
SPL ,Servicios Corporativos Aéreos De La Laguna ,CORPORATIVOS LAGUNA 
SPN ,Skorpion Air ,AIR SKORPIO 
SPP ,Sapphire Aviation ,SAPPHIRE 
SPQ ,Servicios Aéreos Palenque ,SERVICOS PALENQUE 
TBS ,Servicios Aéreos Tribasa ,TRIBASA 
TCF ,Shuttle America ,MERCURY 
SVV ,SALTAVIATION ,SALT 
TGT ,SAAB Nyge Aero ,TARGET 
THB ,Spark Air ,THAI SABAI 
TIH ,S C Ion Tiriac ,TIRIAC AIR 
TRL ,Starlite Aviation ,STARSTREAM 
TRN ,Servicios Aéreos Corporativos ,AEROTRON 
TTM ,Societe Tout Transport Mauritanien ,TOUT-AIR 
TZU ,Servicios Aéreos Tamazula ,TAMAZULA 
UGP ,Shar Ink ,SHARINK 
UKU ,Second Sverdlovsk Air Enterprise ,PYSHMA 
UNT ,Servicios Aéreos Universitarios ,UNIVERSITARIO 
USK ,Skif-Air ,SKIF-AIR 
USN ,Smarkand Aero Servise ,SAMAS 
UZS ,Samarkand Airways ,SOGDIANA 
VDO ,Servicios Aéreos Avandaro ,AVANDARO 
VGS ,Stichting Vliegschool 16Hoven ,SMART 
VRB ,Silverback Cargo Freighters ,SILVERBACK 
VRS ,Sirvair ,VAIRSA 
VSV ,Scat Air ,VLASTA 
VXN ,Sunset Aviation ,VIXEN 
TWY ,"Sunset Aviation, LLC ",TWILIGHT 
WCC ,Sport Air Travel ,WEST COAST 
WFC ,Swift Copters ,SWIFTCOPTERS 
WLK ,Skyrover CC ,SKYWATCH 
XLK ,Safarilink Aviation ,SAFARILINK 
XMX ,SENEAM ,SENEAM 
XTA ,Servicios Aéreos Textra ,TEXTRA 
XTR ,Sector Airlines ,EXTER 
YBE ,Stewart Aviation Services ,YELLOW BIRD 
FYA ,Servicios Aéreos Integrales / Flyant ,FLYANT 
UFA ,State Flight Academy of Ukraine ,FLIGHT ACADEMY 
SAF ,Singapore Air Force ,SINGA 
TLK ,Starlink Aviation ,STARLINK 
HCW ,Star1 Airlines ,STAR1 
CSS ,SF Airlines ,SHUN FENG 
SXN ,SaxonAir ,SAXONAIR 
RZ ,Superna Airlines ,YANGTZE RIVER 
LLX ,Small Planet Airlines ,GERMANJET 
SXD ,Sunexpress Deutschland ,SUNRISE 
KFE ,SkyFirst LTD ,SKYFIRST 
SQP ,SkyUp ,SKYUP 
EXS ,Jet2 ,Channex 
Thai Express Air ,EXPRESS AIR ,Thailand 
THD ,Thai Smile Airways ,THAI SMILE 
TVJ ,Thai Vietjet Air ,THAIVIET JET 
TQE ,Taxair Mexiqienses ,TAXAIR 
TAX ,Thai AirAsia X ,EXPRESS WING 
TLM ,Thai Lion Mentari ,MENTARI 
TCB ,Transporte Aereo De Colombia ,AERO COLOMBIA 
TDA ,Trend Aviation ,TREND AIR 
THS ,Turkish Aerospace Industries ,TUSAS 
TMD ,Transmandu ,TRANSMANDU 
TRK ,Turkish Airlines General Aviation ,TURKISH REPUBLIC 
TKJ ,Tarkim Aviation ,TARKIM AVIATION 
TCG ,Transafricaine Air Cargo ,AFRICARGO 
TMC ,Travel Management Company ,TRAIL BLAZER 
SWD ,Trifly ,SAWBLADE 
SWL ,Trans Jet Airways ,TRANSJET 
TAC ,Turbot Air Cargo ,TURBOT 
TAD ,Transporte Aéreo Dominicano ,TRANS DOMINICAN 
TAE ,TAME ,TAME 
BAP ,Trans International Express Aviation ,BIG APPLE 
TAG ,TAG Aviation USA ,TAG U-S 
TAL ,Talair ,TALAIR 
TAM ,LATAM Brasil ,TAM 
AUC ,Transaustralian Air Express ,AUSCARGO 
TAP ,TAP Portugal ,AIR PORTUGAL 
TAR ,Tunisair ,TUNAIR 
TAU ,Transportes Aéreos Tauro ,TRANSTAURO 
TAX ,Travel Air ,TRAVELAIR 
TAY ,TNT Airways ,QUALITY 
TBA ,Transbrasil ,TRANSBRASIL 
TBD ,Thunderbird Tours ,ORCA 
TBI ,TAB Express International ,TAB INTERNATIONAL 
TBM ,Taban Air Lines ,TABAN AIR 
TBN ,Teebah Airlines ,TEEBAH 
TBR ,Tubelair ,TUBELAIR 
TBX ,Tobago Express ,TABEX 
TCA ,Tropican Air Services ,TROPICANA 
TCB ,Transporte del Caribe ,TRANSCARIBE 
TCC ,Trans Continental Airlines ,TRANSCAL 
TCD ,Tchad Airlines ,TCHADLINES 
TCE ,Trans-Colorado Airlines ,TRANS-COLORADO 
TCG ,Thai Air Cargo ,THAI CARGO 
TCH ,Transcontinental Air ,TRANS GULF 
TCM ,Teledyne Continental Motors ,TELEDYNE 
TCN ,Trans Continental Airlines ,TRANSCON 
TCP ,Transcorp Airways ,TRANSCORP 
TCT ,Transcontinental Sur ,TRANS-CONT 
TCU ,Transglobal Airways Corporation ,TRANSGLOBAL 
TCW ,Thomas Cook Airlines ,THOMAS COOK 
TCX ,Thomas Cook Airlines ,THOMAS COOK 
TCY ,Twin Cities Air Service ,TWIN CITY 
TDC ,Tadair ,TADAIR 
TDE ,Tellavia / Flight One ,TELLURIDE 
TDI ,Transportes Aéreos de Ixtlán ,TRANSIXTLAN 
TDM ,Tandem Aero ,TANDEM 
TDO ,TRADO ,TRADO 
TDR ,Trade Air ,TRADEAIR 
TDV ,Taxi Aero Nacional Del Evora ,TAXI EVORA 
TDX ,Tradewinds Airlines ,TRADEWINDS EXPRESS 
TEB ,Tenir Airlines ,TENIR AIR 
TLW ,Teamline Air ,Teamline 
TEF ,Tecnicas Fotograficas ,TECFOTO 
TEH ,Tempelhof Airways ,TEMPELHOF 
TEL ,Telford Aviation ,TELFORD 
TEM ,Tech-Mont Helicopter Company ,TECHMONT 
TEN ,Tennessee Airways ,TENNESSEE 
TER ,Territorial Airlines ,TERRI-AIRE 
TES ,Taespejo Portugal LDA ,Tesaban 
TEP ,Transeuropean Airlines ,TRANSEURLINE 
TET ,Tepavia-Trans Airlines ,TEPAVIA 
TFA ,Trans-Florida Airlines ,TRANS FLORIDA 
TFB ,Tair Airways ,ROYAL TEE-AIR 
TFF ,Talon Air ,TALON FLIGHT 
AIM ,Trabajos Aéreos Murcianos ,PIJO 
TFH ,Thai Flying Helicopter Service ,THAI HELICOPTER 
TFO ,Transportes Aéreos del Pacífico ,TRANSPORTES PACIFICO 
TFT ,Thai Flying Service ,THAI FLYING 
SRF ,Transportes Aéreos San Rafael ,SAN RAFEAL 
TFY ,Tayside Aviation ,TAYSIDE 
TGC ,TG Aviation ,THANET 
TGE ,Trabajos Aéreos ,TASA 
TGI ,Transportes Aéreos Regionales ,TRANSPORTE REGIONAL 
TGM ,TAG Aviation Espana ,TAG ESPANA 
TGN ,Trigana Air Service ,TRIGANA 
TGR ,Satgur Air Transport ,SATGURAIR 
AWC ,Titan Airways ,ZAP 
TGO ,Transport Canada ,TRANSPORT 
TGW ,Tigerair Singapore ,GO CAT 
TGG ,Tigerair Australia ,TIGGOZ 
TTW ,Tigerair Taiwan ,SMART CAT 
MDL ,Tigerair Mandala ,MANDALA 
SRQ ,Cebgo ,BLUE JAY 
TGX ,Transair Gabon ,TRANSGABON 
TGY ,Trans Guyana Airways ,TRANS GUYANA 
THA ,Thai Airways International ,THAI 
THC ,Tar Heel Aviation ,TARHEEL 
THE ,Toumai Air Tchad ,TOUMAI AIR 
THF ,Touraine Helicoptere ,TOURAINE HELICO 
THG ,Thai Global Airline ,THAI GLOBAL 
THJ ,Thai Jet Intergroup ,THAI JET 
THK ,Turk Hava Kurumu Hava Taksi Isletmesi ,HUR KUS 
AIQ ,Thai AirAsia ,THAI ASIA 
THO ,TACA De Honduras ,LEMPIRA 
THR ,Tehran Airline ,TEHRAN AIR 
THU ,Thunder Airlines ,AIR THUNDER 
THY ,Turkish Airlines ,TURKISH 
THZ ,Trans Helicoptere Service ,LYON HELIJET 
TIA ,Trans International Airlines ,TRANS INTERNATIONAL 
TIC ,Travel International Air Charters ,TRAVEL INTERNATIONAL 
TIE ,Time Air ,TIME AIR 
TIK ,Tic Air ,TICAIR 
TIM ,TEAM Linhas Aéreas ,TEAM BRASIL 
TIN ,Taino Tours ,TAINO 
TIS ,Tesis ,TESIS 
TIW ,Transcarga Intl Airways ,TIACA 
TJK ,Tajikair ,TAJIKAIR 
TJN ,Tien-Shan ,NERON 
TJS ,Tyrolean Jet Services ,TYROLJET 
TJT ,Twin Jet ,TWINJET 
TKC ,Tikal Jets Airlines ,TIKAL 
TKE ,Take Air Line ,ISLAND BIRD 
TKX ,Tropical International Airways ,TROPEXPRESS 
LLR ,Thai Sky Airlines ,THAI SKY AIR 
TLA ,Translift Airways ,TRANSLIFT 
TLF ,Transport Africa ,TRANS-LEONE 
TLL ,Trans Atlantic Airlines ,ATLANTIC LEONE 
TLO ,Eagle Canyon Airlines ,TALON AIR 
TLP ,Tulip Air ,TULIPAIR 
TAJ ,Tunisavia ,TUNISAVIA 
TLS ,TLC Air ,TEALSY 
TLT ,Turtle Airways ,TURTLE 
TLV ,Travelair ,PAJAROS 
TLX ,Telesis Transair ,TELESIS 
TLY ,Top Fly ,TOPFLY 
TMA ,Trans Mediterranean Airlines ,TANGO LIMA 
TMG ,Tri-MG Intra Asia Airlines ,TRILINES 
TMH ,Taxis Turisticos Marakame ,TAXIMARAKAME 
TMI ,Tamir Airways ,TAMIRWAYS 
TMK ,Tomahawk Airways ,TOMAHAWK 
TML ,Transports et Travaux Aériens de Madagascar ,TAM AIRLINE 
TMM ,TMC Airlines ,WILLOW RUN 
TMQ ,TRAM ,TRAM AIR 
TMR ,Timberline Air ,TIMBER 
TMS ,Temsco Helicopters ,TEMSCO 
TMT ,Trans Midwest Airlines ,TRANS MIDWEST 
TMX ,Tramon Air ,TRAMON 
TMY ,Transportes Aéreos del Mundo Maya ,MUNDO MAYA 
TMZ ,Transporte Amazonair ,TRANS AMAZON 
TNB ,Trans Air-Benin ,TRANS-BENIN 
TNE ,Taxis Aéreos del Noroeste ,TAXINOROESTE 
TNF ,Transafricaine ,TRANSFAS 
TNI ,Transair International Linhas Aéreas ,TRANSINTER 
TNL ,Tengeriyn Ulaach Shine ,SKY HORSE 
TNM ,Tiara Air ,TIARA 
TNP ,Transped Aviation ,TRANSPED 
TNR ,Tanana Air Services ,TAN AIR 
TNT ,Trans North Turbo Air ,TRANS NORTH 
TNV ,Transnorthern ,TRANSNORTHERN 
TNW ,Trans Nation Airways ,TRANS-NATION 
TNX ,Trener Ltd ,TRAINER 
TNY ,Twin Town Leasing Company ,TWINCAL 
TOB ,Tobruk Air ,TOBRUK AIR 
TOJ ,TOJ Airlines ,TOJ AIRLINE 
TOL ,Tol-Air Services ,TOL AIR 
TOM ,Thomson Airways ,TUI AIR[50] 
TOP ,Top Air ,AIR TOP 
TOR ,Toronto Airways ,TORONTAIR 
TOS ,Tropic Air ,TROPISER 
TOW ,Tower Air ,TEE AIR 
TOY ,Toyota Canada ,TOYOTA 
TPA ,TAMPA ,TAMPA 
TPD ,Top Speed ,TOP SPEED 
TPF ,Taxis Aéreos del Pacífico ,TAXIPACIFICO 
TPG ,Transportes Aéreos Pegaso ,TRANSPEGASO 
TPL ,TAR Interpilot ,INTERPILOT 
TPM ,Transpaís Aéreo ,TRANSPAIS 
TPN ,Transportación Aérea del Norte ,AEREA DELNORTE 
TPP ,Transpac Express ,TRANS EXPRESS 
TPR ,Taxis Aéreos De Parral ,TAXIS PARRAL 
TPS ,TAPSA Transportes Aéreos Petroleros ,TAPSA 
TPT ,Transportes Aéreo del Sureste ,TASSA 
TPU ,Trans American Airlines (Trans Am) ,TRANS PERU 
TPV ,Thai Pacific Airlines Business ,THAI PACIFIC 
TPX ,Transportes Aéreos De Xalapa ,TRANSXALAPA 
TPY ,Trans-Provincial Airlines ,TRANS PROVINCIAL 
TPZ ,Transportes La Paz ,TRANSPAZ 
TQN ,Taquan Air Services ,TAQUAN 
TQR ,Transportación Aérea De Querétaro ,TRANSQUERETARO 
TVF ,Transavia France ,FRANCE SOLEIL 
TRA ,Transavia Holland ,TRANSAVIA 
TRC ,Trans Air Charter ,TRACKER 
TCV ,TACV ,CABOVERDE 
TRD ,Trans Island Air ,TRANS ISLAND 
TRF ,Taxi Air Fret ,TAXI JET 
TRJ ,Trans Euro Air ,HIGH TIDE 
TRM ,Transport Aerien de Mauritanie ,SOTRANS 
TRO ,Tropic Airlines-Air Molokai ,MOLOKAI 
TRQ ,Turdus Airways ,HUNTER 
TRR ,Tramson Limited ,TRAMSON 
TRT ,Trans Arabian Air Transport ,TRANS ARABIAN 
TRU ,Triangle Airline (Uganda) ,TRI AIR 
TRW ,Transwestern Airlines of Utah ,TRANS-WEST 
TRY ,Tristar Airlines ,TRISTAR AIR 
TRZ ,TransMeridian Airlines ,TRANS-MERIDIAN 
TSA ,Transair France ,AIRTRAF 
TSD ,TAF-Linhas Aéreas ,TAFI 
TSE ,Transmile Air Services ,TRANSMILE 
TSG ,Trans-Air-Congo ,TRANS-CONGO 
TSI ,Transport'air ,TRANSPORTAIR 
TSJ ,Trast Aero ,TRAST AERO 
TSK ,Trast Aero ,TOMSK-AVIA 
TSL ,Thai Aviation Services ,THAI AVIATION 
SBT ,Taftan Airlines ,TAFTAN 
ABS ,Transwest Air ,ATHABASKA 
TSN ,Trans-Air Services ,AIR TRANS 
TSO ,Transaero Airlines ,TRANSOVIET 
TSP ,Transportes Aéreos Inter ,TRANSPO-INTER 
TSR ,TJS San Marino S.r.L. ,SAN MARINO 
TSS ,Tri-State Aero ,TRI-STATE 
TST ,TRAST ,TRAST 
TSV ,Tropair Airservices ,TROPIC 
TSW ,Transwings ,SWISSTRANS 
TSX ,Thai Star Airlines ,THAI STAR 
TSY ,Tristar Air ,TRIPLE STAR 
TTA ,TTA - Sociedade de Transporte e Trabalho Aéreo ,KANIMANBO 
TTC ,Transteco ,TRANSTECO 
TTL ,Total Linhas Aéreas ,TOTAL 
TTP ,Triple O Aviation ,MIGHTY WING 
TTR ,Transportaciones Y Servicios Aéreos ,TRANSPORTACIONES 
TTS ,Transporte Aéreo Técnico Ejecutivo ,TECNICO 
TUA ,Turkmenhovayollary ,TURKMENISTAN 
TUC ,Turismo Aéreo de Chile ,TURICHILE 
TUL ,Tulpar Air ,URSAL 
TUM ,Tyumenspecavia ,TUMTEL 
TUO ,Taxi Aéreo Turístico ,TURISTICO 
TUX ,Tulpar Air Service ,TULPA 
TUZ ,Tuna Aero ,TUNA 
TVA ,Trans America Airlines ,TRANS-AMERICA 
TVH ,Trabajos Aéreos Vascongados ,TRAVASA 
TVI ,Tiramavia ,TIRAMAVIA 
TVL ,Travel Service ,TRAVEL SERVICE 
TVO ,Transavio ,TRANS-BALLERIO 
TVR ,Tavrey Airlines ,TAVREY 
TWB ,T'way Air ,TWAYAIR 
TWE ,Transwede Airways ,TRANSWEDE 
TWL ,Tradewinds Aviation ,TRADEWINDS CANADA 
TWO ,Twente Airlines ,COLIBRI 
TWW ,Trans Air Welwitchia ,WELWITCHIA 
TXA ,Texair Charter ,OKAY AIR 
TXC ,TransAVIAexport Airlines ,TRANSEXPORT 
TXE ,Transilvania Express ,TRANSAIR EXPRESS 
TXL ,Taxi Aéreo Cozatl ,TAXI COZATL 
TXM ,Taxi Aéreo de México ,TAXIMEX 
TXN ,Texas National Airlines ,TEXAS NATIONAL 
TXO ,Taxis Aéreos de Sinaloa ,TAXIS SINALOA 
TXR ,Taxirey ,TAXIREY 
TXS ,Texas Airlines ,TEXAIR 
TXT ,Texas Air Charters ,TEXAS CHARTER 
TXZ ,Tex Star Air Freight ,TEX STAR 
TYF ,Tayflite ,TAYFLITE 
TYG ,Trygg-Flyg ,TRYGG 
TYJ ,TJS Malta Ltd. ,TYROLMALTA 
TYW ,Tyrol Air Ambulance ,TYROL AMBULANCE 
TZE ,Transporte Aéreo Ernesto Saenz ,TRANSPORTE SAENZ 
TZK ,Tajikistan International Airlines ,TAJIKSTAN 
BLI ,Thyssen Krupp AG ,BLUELINE 
BLX ,TUIfly Nordic ,BLUESCAN 
BOL ,Transportes Aéreos Bolivianos ,BOL 
BOX ,Tiphook PLC ,BOX 
CHE ,Top Flight Air Service ,CHECK AIR 
CLR ,Trans America ,CLINTON AIRWAYS 
CLU ,Triple Alpha ,CAROLUS 
CTP ,Tashkent Aircraft Production Corporation ,CORTAS 
CWT ,Texas Airways ,TEXAS AIRWAYS 
DCL ,Transportes Aéreos Don Carlos ,DON CARLOS 
DOT ,Telnic Limited ,DOT TEL 
DRC ,Triton Airlines ,TRITON AIR 
DTA ,TAAG Angola Airlines ,DTA 
DTH ,Tassili Airlines ,TASSILI AIR 
EAR ,Transporte Ejecutivo Aéreo ,EJECUTIVO-AEREO 
ELV ,Transportes Aéreos Nacionales De Selva Tans ,AEREOS SELVA 
FNV ,Transaviaservice ,TRANSAVIASERVICE 
FPG ,TAG Aviation ,TAG AVIATION 
GFN ,The 955 Preservation Group ,GRIFFON 
GJB ,Trans-Air-Link ,SKY TRUCK 
GPD ,Tradewind Aviation ,GOODSPEED 
HBA ,Trail Lake Flying Service ,HARBOR AIR 
HET ,TAF Helicopters ,HELITAF 
HTO ,Tango Bravo ,HELI TANGO 
HVK ,Turkish Air Force ,TURKISH AIRFORCE 
TBA ,Tibet Airlines ,TIBET 
IRF ,TA-Air Airline ,TA-AIR 
IRR ,Tara Air Line ,TARAIR 
JCH ,Trading Air Cargo ,TRADING CARGO 
KCA ,Trans-Kiev ,TRANS-KIEV 
JEL ,Tal Air Charters ,JETEL 
KRA ,Transcontinental Airlines ,REGATA 
KTB ,Transaviabaltika ,TRANSBALTIKA 
KTS ,Transair-Gyraintiee ,KOTAIR 
LAP ,TAM Mercosur ,PARAGUAYA 
LCC ,The Lancair Company ,LANCAIR 
LEG ,The Army Aviation Heritage Foundation ,LEGACY 
LKW ,Top Sky International ,TOPINTER 
LOF ,Trans States Airlines ,WATERSKI 
LTA ,Trans Atlantis ,LANTRA 
MCT ,Transportación Aérea Del Mar De Cortés ,TRANS CORTES 
MGM ,Transporte Aero MGM ,AERO EMM-GEE-EMM 
MOH ,Tigerfly ,MOTH 
MPO ,Transportes Aéreos Amparo ,AMPARO 
MUI ,Trans Air ,MAUI 
MXQ ,Transportes Aéreos Mexiquenses ,MEXIQUENSES 
NTR ,TNT International Aviation ,NITRO 
OSY ,Open Skies Consultative Commission ,OPEN SKIES 
PCW ,Trans-Pacific Orient Airways ,PACIFIC ORIENT 
PSS ,TSSKB-Progress ,PROGRESS 
RBD ,Trans World Express ,RED BIRD 
REC ,Trans Reco ,TRANS-RECO 
RMS ,Tas Aviation ,TASS AIR 
ROT ,Tarom ,TAROM 
ROU ,Transportes Aéreos I. R. Crusoe ,ROBINSON CRUSOE 
RRT ,Transportes Aéreos Sierra ,SIERRA ALTA 
RRY ,Tbilisi Aviation University ,AIRFERRY 
RTM ,Trans Am Compania ,AERO TRANSAM 
SBJ ,Trans Sahara Air ,TRANS SAHARA 
SEI ,Transportes Aéreos Sierra Madre ,TRANSPORTE SIERRA 
SRT ,Trans Asian Airlines ,TRASER 
URN ,Turan Air ,TURAN 
TIB ,TRIP Linhas Aéreas ,TRIP 
USB ,Tusheti ,TUSHETI 
UTM ,TAPC Aviatrans Aircompany ,AVIATAPS 
UTN ,Trans-Ulgii ,TRANS-ULGII 
UTT ,Transarabian Transportation Services ,ARABIAN TRANSPORT 
VEN ,Transaven ,TRANSAVEN AIRLINE 
VIP ,Tag Aviation UK ,SOVEREIGN 
VNZ ,Tbilaviamsheni ,TBILAVIA 
VRC ,Taxi de Veracruz ,VERACRUZ 
XAR ,XpressAir ,XPRESS 
XNR ,Taxi Aero Del Norte ,TAXI NORTE 
TYR ,Tyrolean Airways ,TYROLEAN 
TFL ,TUI Airlines Netherlands ,ORANGE 
GCR ,Tianjin Airlines ,BO HAI 
ATC ,Air Tanzania Company Limited ,TANZANIA 
TUM ,UTAir ,UTAIR-CARGO 
UEU ,United European Airlines ,UNITED EUROPEAN 
UCG ,Uniworld Air Cargo ,UNIWORLD 
CUH ,Urumqi Airlines ,LOULAN 
DOI ,U.S. Department of the Interior ,INTERIOR 
CNV ,U.S. Navy Reserve Logistic Air Forces ,CONVOY 
EXM ,United Kingdom Civil Aviation Authority ,EXAM 
GIH ,Union des Transports Africains de Guinee ,TRANSPORT AFRICAIN 
GKA ,US Army Parachute Team ,GOLDEN KNIGHTS 
GWY ,USA3000 Airlines ,GETAWAY 
UIA ,UNI Air ,GLORY 
UAB ,United Arabian Airlines ,UNITED ARABIAN 
UAL ,United Airlines ,UNITED 
UBD ,United Airways ,UNITED BANGLADESH 
UAC ,United Air Charters ,UNITAIR 
UCS ,United Carriers Systems ,UNITED CARRIERS 
UEA ,United Eagle Airlines ,UNITED EAGLE 
UFS ,United Feeder Service ,FEEDER EXPRESS 
CFU ,United Kingdom Civil Aviation Authority ,MINAIR 
KRF ,United Kingdom Royal VIP Flights ,KITTYHAWK 
KRH ,United Kingdom Royal VIP Flight ,SPARROWHAWK 
SDS ,United Kingdom Civil Aviation Authority ,STANDARDS 
TQF ,United Kingdom Royal VIP Flights ,RAINBOW 
CGX ,United States Coast Guard Auxiliary ,COASTGUARD AUXAIR 
AGR ,United States Department Of Agriculture ,AGRICULTURE 
HBU ,Universal Avia ,KHARKIV UNIVERSAL 
HLE ,UK HEMS ,HELIMED 
JUS ,USA Jet Airlines ,JET USA 
LEA ,Unijet ,LEADAIR 
MSH ,US Marshals Service ,MARSHALAIR 
NDU ,University of North Dakota ,SIOUX 
PNA ,Universal Airlines ,PACIFIC NORTHERN 
RAU ,Uganda Royal Airways ,UGANDA ROYAL 
SAU ,United Aviation Services ,UNISERVE 
SVR ,Ural Airlines ,SVERDLOVSK AIR 
TRB ,Ukraine Transavia ,KIROVTRANS 
UAF ,United Arab Emirates Air Force ,UNIFORCE 
UAI ,Union Africaine des Transports ,UNAIR 
UCC ,Uganda Air Cargo ,UGANDA CARGO 
UCH ,US Airports Air Charter ,US CHARTER 
UCO ,Ucoaviacion ,UCOAVIACION 
UES ,Ues-Avia Aircompany ,AVIASYSTEM 
UGA ,Uganda Airlines (1976–2001) ,UGANDA 
UGD ,Uganda Airlines ,CRESTED 
UGC ,Urgemer Canarias ,URGEMER 
UHL ,Ukrainian Helicopters ,UKRAINE COPTERS 
UHS ,Ulyanovsk Higher Civil Aviation School ,PILOT AIR 
UJR ,Universal Jet Rental de Mexico ,UNIVERSAL JET 
UJT ,Universal Jet Aviation ,UNI-JET 
UKI ,UK International Airlines ,KHALIQ 
UKL ,Ukraine Air Alliance ,UKRAINE ALLIANCE 
UKM ,UM Airlines ,UKRAINE MEDITERRANEE 
UKN ,Ukraine Air Enterprise ,ENTERPRISE UKRAINE 
UKP ,United Kingdom Home Office ,POLICE 
UKS ,Ukrainian Cargo Airways ,CARGOTRANS 
ULT ,Ultrair ,ULTRAIR 
ULH ,Ultimate HELI ,ULTIMATEHELI 
ULR ,Ultimate Air ,VIPER 
UNC ,Uni-Fly ,UNICOPTER 
UNF ,Union Flights ,UNION FLIGHTS 
UNJ ,Universal Jet ,PROJET 
UNS ,Unsped Paket Servisi ,UNSPED 
UNU ,Unifly Servizi Aerei ,UNIEURO 
UPL ,Ukrainian Pilot School ,PILOT SCHOOL 
UPS ,United Parcel Service ,UPS 
URV ,Uraiavia ,URAI 
AWE ,US Airways ,CACTUS 
UBG ,US-Bangla Airlines ,BANGLA STAR 
USF ,USAfrica Airways ,AFRICA EXPRESS 
USH ,US Helicopter ,US-HELI 
USJ ,US Jet ,USJET 
USX ,US Express ,AIR EXPRESS 
UTA ,UTair Aviation ,UTAIR 
UTG ,UTAGE ,UTAGE 
UTR ,Utair South Africa ,AIRUT 
UTS ,Ukrainian State Air Traffic Service Enterprise ,AIRRUH 
UVA ,Universal Airways ,UNIVERSAL 
UVG ,Universal Airlines ,GUYANA JET 
UVM ,Uvavemex ,UVAVEMEX 
AIO ,United States Air Force ,AIR CHIEF 
UVN ,United Aviation ,UNITED AVIATION 
UZB ,Uzbekistan Airways ,UZBEK 
AUI ,Ukraine International Airlines ,UKRAINE INTERNATIONAL 
WEC ,Universal Airlines ,AIRGO 
QID ,USAF 100th Air Refueling Wing ,QUID 
UIT ,University of Tromsø School of Aviation ,ARCTIC 
UNO ,United Nations ,UNITED NATIONS 
VNL ,Vanilla Air ,VANILLA 
VAR ,Veca Airlines ,VECA 
VLR ,Volare 22 X ,VOLAX 
VDR ,Voldirect ,VOLDIR 
VVV ,Valair Aviação Lda ,VALAIRJET 
VIV ,VIVA Aerobus ,AEROENLACES 
VIL ,V I Airlink ,TURTLE DOVE 
VOZ ,Virgin Australia Airlines ,VELOCITY 
VBA ,V Bird Airlines Netherlands ,VEEBEE 
WIW ,V-avia Airline ,VEE-AVIA 
